frame,time_s,person,L Knee Flex,R Knee Flex,L Hip Flex,R Hip Flex,L Elbow Flex,R Elbow Flex,L Shoulder Flex,R Shoulder Flex,Trunk Inclination
829,41.450000,0,125.6169,,41.8952,,149.8230,,82.5288,,97.7478
830,41.500000,0,125.8774,,41.8343,,150.9691,,82.7216,,97.7218
831,41.550000,0,125.7783,,41.7502,,151.2843,,82.5392,,97.5339
832,41.600000,0,126.3188,,42.6146,,154.6245,,82.7098,,97.1271
833,41.650000,0,126.2480,,43.1920,,153.9590,,82.1987,,96.7709
834,41.700000,0,127.9889,,44.9929,,152.7686,,81.9072,,96.2178
835,41.750000,0,129.9628,,47.0201,,151.1654,,81.1036,,95.4218
836,41.800000,0,130.7964,,50.4033,,149.2130,,79.3727,,93.4884
837,41.850000,0,133.1142,,53.3880,,144.8246,,76.8687,,91.3355
838,41.900000,0,135.0147,,58.1754,,140.7452,,73.9576,,88.1387
839,41.950000,0,,,,,,,,,87.2713
840,42.000000,0,,,,,,,,,
841,42.050000,0,,,,,,,,,
842,42.100000,0,,,,,,,,,
843,42.150000,0,,,,,129.6351,,,,
844,42.200000,0,,,,,115.6812,,,,
845,42.250000,0,149.0798,,100.0848,,105.1325,,49.8281,,55.6804
846,42.300000,0,151.3353,,106.1035,,96.9297,,45.3834,,51.2074
847,42.350000,0,153.1731,,112.7050,,91.3840,,42.5993,,45.2777
848,42.400000,0,155.4267,,118.5848,,85.9016,,41.0425,,40.6667
849,42.450000,0,157.3823,,123.8005,,80.3152,,39.7624,,36.9564
850,42.500000,0,159.0530,156.7331,130.5509,126.9880,75.7072,,38.5885,,32.3877
851,42.550000,0,160.7207,158.0478,136.2699,133.0262,71.7158,,37.5126,,28.0557
852,42.600000,0,162.8032,159.3351,142.6232,139.3163,68.2336,,36.7049,,23.7838
853,42.650000,0,164.8096,161.3659,148.5289,145.6985,66.0914,,36.1535,,19.9587
854,42.700000,0,167.9771,163.3102,155.4689,151.5577,64.4468,,35.1991,,16.1289
855,42.750000,0,170.8938,166.9332,161.4231,157.7394,63.6444,,33.9839,,12.7662
856,42.800000,0,172.5582,167.2842,167.0743,161.3336,63.2927,,31.9340,,9.6796
857,42.850000,0,173.9227,167.4238,171.0666,164.9489,62.6459,,30.8931,,7.1638
858,42.900000,0,175.7567,168.2178,175.0475,168.0838,61.2736,,30.1061,,4.7871
859,42.950000,0,176.8561,168.6169,177.0629,170.7986,60.0177,,29.5286,,2.6517
860,43.000000,0,177.1598,168.2463,176.0963,172.8062,58.5228,,29.2623,,0.9465
861,43.050000,0,177.6205,167.9309,175.0553,174.3641,56.5952,,29.0398,,0.3020
862,43.100000,0,178.0321,168.2727,173.5639,175.8332,55.1799,,28.6633,,1.2895
863,43.150000,0,177.9164,168.3689,172.5878,176.9937,54.4565,,27.9776,,2.2259
864,43.200000,0,178.3843,168.2144,171.7675,177.6502,53.2766,,27.2066,,2.9358
865,43.250000,0,177.9385,167.8581,171.1997,178.1096,52.7185,,26.6588,,3.3126
866,43.300000,0,178.1905,167.7520,170.9016,178.3847,52.1514,,26.6498,,3.6675
867,43.350000,0,178.3722,167.6557,170.5171,178.4615,51.2472,,26.2413,,4.0432
868,43.400000,0,178.3875,167.8261,170.2594,178.7270,50.8555,,25.9451,,4.3063
869,43.450000,0,178.5628,168.0867,169.9729,178.7314,50.8352,,25.2307,,4.4686
870,43.500000,0,178.2295,167.7659,170.0820,178.8792,50.8885,,25.1582,,4.3549
871,43.550000,0,178.0029,167.2058,170.2772,178.7372,50.5998,,25.2319,,4.2751
872,43.600000,0,178.4866,168.2909,170.0599,178.7746,50.3285,,25.5321,,4.2966
873,43.650000,0,177.7711,167.1198,170.4455,178.7140,50.1025,,25.4936,,4.3435
874,43.700000,0,177.1745,167.1944,170.6015,178.5641,49.8300,,25.7886,,4.3754
875,43.750000,0,176.8831,167.1060,170.7131,178.4336,49.6569,,26.1441,,4.3743
876,43.800000,0,176.8331,167.8576,170.7095,178.7257,49.4452,,25.9986,,4.5204
877,43.850000,0,176.2668,167.2227,170.7328,178.4047,49.5053,,26.2231,,4.5295
878,43.900000,0,176.4054,168.3024,170.7710,178.6264,49.4600,,26.7285,,4.5774
879,43.950000,0,176.4673,168.9055,170.7900,178.3968,49.2450,,27.1379,,4.6954
880,44.000000,0,176.4364,169.1553,170.8993,178.3803,49.4077,,27.0098,,4.8410
881,44.050000,0,175.8456,169.7502,171.0907,178.1399,49.4573,,27.4651,,4.8360
882,44.100000,0,176.0856,170.6418,170.9786,177.7801,49.2697,,27.6270,,4.8636
883,44.150000,0,175.7356,169.9683,170.9303,177.9628,48.9909,,27.9165,,5.0022
884,44.200000,0,175.4601,170.1041,171.0130,178.1601,49.1575,,27.4149,,4.9283
885,44.250000,0,175.1908,169.4558,171.1749,178.1979,49.2619,,27.6706,,4.8979
886,44.300000,0,175.5295,168.9923,171.1811,178.1524,49.4384,,27.5349,,4.8857
887,44.350000,0,175.4012,169.0148,171.3699,177.8902,49.6488,,27.5482,,4.7551
888,44.400000,0,175.2201,168.9464,171.5031,178.0292,49.6243,,27.4344,,4.6450
889,44.450000,0,175.1908,168.1200,171.3113,177.9984,49.5853,,27.6685,,4.6986
890,44.500000,0,175.0378,168.5622,171.5606,177.8630,49.5727,,28.0465,,4.5245
891,44.550000,0,175.3139,169.2389,171.5983,177.8531,49.6526,,27.4797,,4.5275
892,44.600000,0,175.3555,169.3533,171.4472,177.9748,49.2966,,27.6426,,4.5614
893,44.650000,0,175.2213,167.1705,171.6353,177.5770,49.2937,,27.8192,,4.4058
894,44.700000,0,175.4618,168.1696,171.6212,177.9278,49.1704,,27.1910,,4.5503
895,44.750000,0,175.3552,,171.7112,177.8116,49.1578,,27.6147,,4.5029
896,44.800000,0,175.6386,168.2132,171.6593,178.0597,49.2982,,27.7588,,4.5120
897,44.850000,0,175.6566,167.0842,171.5170,177.9285,49.5653,,27.4976,,4.5260
898,44.900000,0,175.6445,166.6708,171.4237,178.0160,49.6687,,27.6180,,4.5001
899,44.950000,0,175.5177,165.4713,171.5939,177.9625,49.7282,,27.6563,,4.5025
900,45.000000,0,175.5594,166.7775,171.5656,178.0443,49.9596,,27.2337,,4.4995
901,45.050000,0,175.6496,166.2153,171.3420,178.1514,50.0562,,27.3148,,4.6327
902,45.100000,0,175.7780,166.4791,171.5580,178.1613,49.8775,,27.0281,,4.6474
903,45.150000,0,175.8493,166.9804,171.3753,178.3836,50.0115,,26.8052,,4.7793
904,45.200000,0,175.8713,167.2807,171.1792,178.5515,49.9497,,27.0798,,4.8968
905,45.250000,0,175.6099,167.8458,171.2137,178.4587,49.7362,,27.2426,,4.8782
906,45.300000,0,175.4379,168.1077,171.2918,178.2346,50.1615,,27.2127,,4.8696
907,45.350000,0,175.7825,169.1142,171.3799,178.0219,50.0932,,26.8074,,4.9626
908,45.400000,0,176.2938,169.9228,171.4335,177.6983,50.3025,,26.7006,,5.0038
909,45.450000,0,176.5650,170.3037,171.4855,177.3987,50.1772,,26.6062,,4.9932
910,45.500000,0,176.7461,170.3886,171.4176,176.8747,50.0529,,26.4844,,5.1126
911,45.550000,0,176.3574,170.3131,171.4974,176.8150,50.4588,,26.3471,,5.0746
912,45.600000,0,176.6061,170.6494,171.4314,176.6521,50.3689,,26.0258,,5.1427
913,45.650000,0,176.7543,171.4088,171.3795,176.7743,50.5954,,26.4474,,5.0208
914,45.700000,0,176.8495,170.4194,171.4218,176.8518,50.8625,,26.2784,,4.9713
915,45.750000,0,176.6895,170.8483,171.4977,176.5335,51.2039,,26.2460,,4.8911
916,45.800000,0,176.8839,171.2469,171.3127,176.5789,51.3517,,26.4109,,4.8420
917,45.850000,0,176.9491,171.4113,171.3842,176.4672,51.4889,,26.2591,,4.9301
918,45.900000,0,177.0859,171.5353,171.4498,176.3878,51.3392,,26.2083,,4.9298
919,45.950000,0,176.7652,170.6106,171.4071,176.7888,51.1544,,26.6110,,4.9032
920,46.000000,0,176.6129,,171.4484,176.5133,51.2312,,26.5080,,4.9776
921,46.050000,0,176.8132,170.5142,171.5579,176.0601,51.2422,,26.6470,,4.8986
922,46.100000,0,177.1683,171.6114,171.6049,175.7543,51.0671,,26.4725,,4.8355
923,46.150000,0,177.4500,172.0572,171.4059,175.7198,51.1759,,26.1650,,4.7919
924,46.200000,0,177.0930,171.5220,171.5036,176.1466,51.1881,,26.1262,,4.6683
925,46.250000,0,177.1045,172.0673,171.4975,175.6224,50.9017,,26.0658,,4.7944
926,46.300000,0,176.9608,171.7855,171.5414,175.8844,50.8027,,26.1255,,4.7110
927,46.350000,0,176.8714,171.9943,171.4142,175.7290,50.8513,,25.9670,,4.7544
928,46.400000,0,176.6359,172.1532,171.6109,175.4224,50.7589,,25.9609,,4.8000
929,46.450000,0,176.4843,171.8371,171.6243,175.6512,50.6576,,25.8928,,4.8014
930,46.500000,0,176.2643,170.6701,171.6774,176.0221,50.5017,,26.2897,,4.7323
931,46.550000,0,176.4710,170.8831,171.7800,176.2782,50.4633,,26.2775,,4.6293
932,46.600000,0,176.2160,170.2494,171.9415,176.8443,50.2515,,26.5294,,4.5461
933,46.650000,0,176.4015,170.5212,172.0757,176.7631,50.3205,,26.3991,,4.5792
934,46.700000,0,176.4451,170.4176,172.2043,176.8822,50.1141,,26.4947,,4.5844
935,46.750000,0,176.5214,170.5836,172.3371,176.5678,50.2007,,26.5245,,4.6982
936,46.800000,0,176.2271,168.9888,172.0729,177.4244,50.3930,,26.7023,,4.7435
937,46.850000,0,176.0141,167.4632,171.9905,177.8172,50.3968,,26.9695,,4.7881
938,46.900000,0,175.7844,167.2132,171.8818,177.9234,50.6359,,26.8937,,4.9145
939,46.950000,0,175.2817,167.2127,171.9268,177.9648,50.5577,,27.0854,,4.9336
940,47.000000,0,174.9400,165.8384,171.9961,177.7753,50.4242,,27.0806,,4.6847
941,47.050000,0,174.9150,164.7329,172.1969,177.0905,50.6335,,26.9224,,4.5885
942,47.100000,0,175.1819,165.7535,172.1625,177.6900,50.5841,,27.1670,,4.5806
943,47.150000,0,175.3693,166.5664,172.0419,178.1409,50.4729,,27.6259,,4.6430
944,47.200000,0,175.0201,166.3720,172.0305,178.0462,50.7720,,27.3617,,4.4779
945,47.250000,0,175.0355,166.4998,172.2290,177.9786,50.8739,,27.8074,,4.4095
946,47.300000,0,174.9233,166.7371,172.1706,177.9535,51.1691,,27.4834,,4.4428
947,47.350000,0,175.0372,166.9974,172.2693,177.8930,51.1927,,27.4918,,4.3859
948,47.400000,0,175.2250,167.1015,172.2265,177.7903,50.9634,,27.2566,,4.2642
949,47.450000,0,174.3835,167.0338,172.2229,177.9501,51.4079,,27.5074,,4.3262
950,47.500000,0,173.8811,166.9744,172.2095,177.9040,51.8712,,27.5331,,4.3644
951,47.550000,0,173.7043,166.5089,172.1373,177.8824,52.0137,,27.5175,,4.4054
952,47.600000,0,174.1004,167.4087,172.1407,177.8578,51.9548,,27.4277,,4.3931
953,47.650000,0,174.1943,167.5209,172.1371,178.0826,51.6535,,27.7095,,4.3607
954,47.700000,0,174.1641,167.8464,172.1101,177.8062,51.6339,,27.6500,,4.3272
955,47.750000,0,173.9865,167.1775,172.3959,177.7868,51.6199,,27.7671,,4.1130
956,47.800000,0,174.2734,165.8336,172.3535,177.7350,51.5121,,27.9774,,4.0560
957,47.850000,0,174.4562,166.3398,172.2360,177.9464,51.8819,,27.9278,,3.9891
958,47.900000,0,174.4401,166.4442,172.1290,177.9042,51.9219,,27.4801,,4.0088
959,47.950000,0,174.4615,165.1613,172.1389,177.7760,52.0409,,27.2322,,3.9290
960,48.000000,0,174.5411,165.9803,172.1596,177.8875,52.2253,,27.1176,,3.9956
961,48.050000,0,174.9091,167.0872,172.5636,177.7623,52.4125,,27.3135,,3.5783
962,48.100000,0,174.9362,167.2290,172.7418,177.5507,52.9179,,26.7531,,3.2598
963,48.150000,0,175.1815,167.2905,173.4230,176.9968,53.9752,,26.3390,,2.7109
964,48.200000,0,174.7900,167.0773,173.9055,176.2171,55.4171,,25.7723,,1.9863
965,48.250000,0,173.9374,165.9604,173.8279,173.6893,57.2078,,26.5127,,1.4372
